round,client_idx,tier,compute_speed,uplink_mbps,rtt_ms,online,status,epochs,upload_ratio,noise_multiplier,privacy_target_increment,predicted_compute_seconds,predicted_communication_seconds,predicted_total_seconds,utility_score
6,19,standard,0.999972740739135,46.59239732943882,37.9737131275792,True,deadline_or_privacy,,,,,,,,
7,0,standard,0.9327989865592853,51.76518599603762,33.52507739354272,False,unavailable,,,,,,,,
7,1,standard,1.0466013649370751,60.6539411581842,41.48033110682397,True,deadline_or_privacy,,,,,,,,
7,2,high,1.3748644834347323,186.77124336070213,10.149039257153495,True,deadline_or_privacy,,,,,,,,
7,3,standard,0.9414601853714778,44.949327681700666,33.92180503504975,True,deadline_or_privacy,,,,,,,,
7,4,standard,1.0862876526593508,56.34291766768166,32.315655366390644,True,deadline_or_privacy,,,,,,,,
7,5,high,1.5631602742835315,233.8073791196639,11.945386897936213,True,deadline_or_privacy,,,,,,,,
7,6,standard,1.0594182499178393,43.93827769726145,38.87462488649375,True,deadline_or_privacy,,,,,,,,
7,7,high,1.5962474797745483,218.94242773722434,13.885772213778994,True,failure_plan,,,,,,,,
7,8,standard,1.025373154915814,54.52128951989453,26.278308927072647,True,deadline_or_privacy,,,,,,,,
7,9,constrained,0.4789548630818564,10.718863917661215,87.19857957276332,True,deadline_or_privacy,,,,,,,,
7,10,standard,1.1528634541376135,45.39485485802413,30.382354755334926,True,deadline_or_privacy,,,,,,,,
7,11,high,1.588222739528021,179.68489650518126,11.858835907206297,True,deadline_or_privacy,,,,,,,,
7,12,standard,0.9612780833284417,44.8047773668641,33.591179499950904,True,deadline_or_privacy,,,,,,,,
7,13,standard,1.0816736729393182,51.63972900604309,38.35649457067923,True,deadline_or_privacy,,,,,,,,
7,14,standard,1.0820249447319497,36.15704568963811,33.96664399817112,True,deadline_or_privacy,,,,,,,,
7,15,constrained,0.46043354907057493,12.132008045007701,99.69096800446115,True,deadline_or_privacy,,,,,,,,
7,16,constrained,0.42845836602774834,7.672758773677261,103.54555117167011,True,deadline_or_privacy,,,,,,,,
7,17,constrained,0.4203756352179801,8.726497003379853,88.5837495863303,True,deadline_or_privacy,,,,,,,,
7,18,standard,0.9998717366446399,54.07655352420725,33.416974880335985,True,deadline_or_privacy,,,,,,,,
7,19,standard,0.97852101192402,49.76659118212447,41.73342203465262,True,failure_plan,,,,,,,,
8,0,standard,0.8908702555989735,49.371056452817626,44.42155625632766,True,deadline_or_privacy,,,,,,,,
8,1,standard,0.8997839243403372,49.951892150084774,41.07082898568214,True,deadline_or_privacy,,,,,,,,
8,2,high,1.470114891105599,172.4731169954134,10.790321663961327,True,deadline_or_privacy,,,,,,,,
8,3,standard,0.9370057927562707,49.08892440553174,37.58999513914842,True,failure_plan,,,,,,,,
8,4,standard,1.1117217655550038,48.00569961970211,31.40207031237393,True,failure_plan,,,,,,,,
8,5,high,1.6052166975516704,241.426133265296,11.51056943461466,True,deadline_or_privacy,,,,,,,,
8,6,standard,1.047283447434166,60.93702754075814,41.214314013391295,True,deadline_or_privacy,,,,,,,,
8,7,high,1.5135100287540886,255.06631256441491,11.98525093630605,True,failure_plan,,,,,,,,
8,8,standard,0.979814115929992,46.86838182854045,29.95586625478339,True,deadline_or_privacy,,,,,,,,
8,9,constrained,0.48468089036459316,9.033336094394286,75.06372027207235,True,failure_plan,,,,,,,,
8,10,standard,1.1428951974034876,53.972683784812126,31.244101558116796,True,deadline_or_privacy,,,,,,,,
8,11,high,1.5279943479959355,222.61236465711175,13.509917958332922,True,deadline_or_privacy,,,,,,,,
8,12,standard,0.9759506481925133,57.40848649821934,30.459766982910367,True,deadline_or_privacy,,,,,,,,
8,13,standard,1.0195449133975722,46.00625329558683,37.00467693554584,True,deadline_or_privacy,,,,,,,,
8,14,standard,0.9475603005431275,43.434284458498524,34.832209185245695,True,deadline_or_privacy,,,,,,,,
8,15,constrained,0.4563155685689704,10.847006797342479,91.6260054782346,True,deadline_or_privacy,,,,,,,,
8,16,constrained,0.4416596069583684,8.245322185687973,102.47538459873432,True,failure_plan,,,,,,,,
8,17,constrained,0.4649735913139171,9.284066487644761,84.64416823729938,True,deadline_or_privacy,,,,,,,,
8,18,standard,0.9097339862607304,39.080767126561575,37.86620480628202,True,deadline_or_privacy,,,,,,,,
8,19,standard,0.8418104368465034,46.49169280954382,35.82901270603549,True,deadline_or_privacy,,,,,,,,
9,0,standard,0.9356635663074496,40.894693618803295,35.70208894945111,True,deadline_or_privacy,,,,,,,,
9,1,standard,0.89344434417336,57.96381828800869,39.32845517742889,True,deadline_or_privacy,,,,,,,,
9,2,high,1.5632145373831183,204.4722539828035,9.335580389046886,True,deadline_or_privacy,,,,,,,,
9,3,standard,1.00762172689228,51.46988794128153,41.88786677145086,True,deadline_or_privacy,,,,,,,,
9,4,standard,1.09200119889501,46.00272694729688,32.66480174274311,True,deadline_or_privacy,,,,,,,,
9,5,high,1.7457970476594584,171.30988031848932,11.042635145175508,True,deadline_or_privacy,,,,,,,,
9,6,standard,1.041516291031909,53.06796372683169,42.42218365460929,True,deadline_or_privacy,,,,,,,,
9,7,high,1.539611537087589,204.27513157428902,12.745665186374561,True,deadline_or_privacy,,,,,,,,
9,8,standard,0.9734078628185664,43.26453920041968,30.061923758410956,True,deadline_or_privacy,,,,,,,,
9,9,constrained,0.4659000310721196,12.5234881075531,89.75088964119304,True,deadline_or_privacy,,,,,,,,
9,10,standard,0.9755469229723951,40.96138086459259,34.02899802982494,True,failure_plan,,,,,,,,
9,11,high,1.5431790582046365,203.22620126391652,11.692103517888023,True,deadline_or_privacy,,,,,,,,
9,12,standard,0.9640293927689346,58.88942009829005,36.945261410250474,True,deadline_or_privacy,,,,,,,,
9,13,standard,1.1700801345369998,61.042593058543794,32.420308840158754,True,deadline_or_privacy,,,,,,,,
9,14,standard,1.0117323017993918,38.280938591468995,30.080015401856212,True,deadline_or_privacy,,,,,,,,
9,15,constrained,0.4023128757308307,10.463130244252874,104.16301057452995,False,unavailable,,,,,,,,
9,16,constrained,0.44358570890261767,10.93360772574202,98.37964645013915,True,deadline_or_privacy,,,,,,,,
9,17,constrained,0.4968168875006526,8.202142074858525,84.8025440051102,True,deadline_or_privacy,,,,,,,,
9,18,standard,0.8933622520954807,41.510062350566585,38.68188280838659,True,deadline_or_privacy,,,,,,,,
9,19,standard,0.9609190604085043,52.50773127394955,40.94227842221828,True,deadline_or_privacy,,,,,,,,
10,0,standard,0.8866160530736988,40.40526706441865,39.463319480975755,True,deadline_or_privacy,,,,,,,,
10,1,standard,0.9957872496580348,62.31670629159676,37.27071203152523,False,unavailable,,,,,,,,
10,2,high,1.381022134453902,146.83132695645213,10.356185081559639,True,deadline_or_privacy,,,,,,,,
10,3,standard,0.9887308106688261,38.241292812736496,39.610581544034844,True,deadline_or_privacy,,,,,,,,
10,4,standard,1.0687736445737561,44.62242396349646,33.854958253221184,True,deadline_or_privacy,,,,,,,,
10,5,high,1.8163369192539078,209.40600096729105,13.644478036737423,True,deadline_or_privacy,,,,,,,,
10,6,standard,1.1279573589916183,46.14411429320659,38.40764035740846,True,deadline_or_privacy,,,,,,,,
10,7,high,1.5932753521712983,266.4973832955473,15.077538981629882,True,deadline_or_privacy,,,,,,,,
10,8,standard,0.9144489730852116,41.64935019782498,28.39911879705967,True,deadline_or_privacy,,,,,,,,
10,9,constrained,0.46451017687404933,10.372982810872163,96.46662769556595,True,failure_plan,,,,,,,,
10,10,standard,1.1124255101227536,42.97219722019739,30.276021421845705,True,deadline_or_privacy,,,,,,,,
10,11,high,1.7244684124470957,189.58784905141786,12.457277370127297,True,deadline_or_privacy,,,,,,,,
10,12,standard,1.0271557270408822,49.97544484921175,33.09472414598536,True,deadline_or_privacy,,,,,,,,
10,13,standard,1.0423512913925965,55.7413035952586,35.4996956834028,True,deadline_or_privacy,,,,,,,,
10,14,standard,1.0980862654140686,36.3289625675406,35.21405672607364,True,deadline_or_privacy,,,,,,,,
10,15,constrained,0.39856153159013386,11.397076519390435,89.32744111838804,False,unavailable,,,,,,,,
10,16,constrained,0.44598690503104754,8.31302753781792,88.42892696694742,True,deadline_or_privacy,,,,,,,,
10,17,constrained,0.4318358570484789,7.379886325799846,87.0083185524779,True,failure_plan,,,,,,,,
10,18,standard,0.9047809151336624,51.96786600944577,39.73772062995327,True,deadline_or_privacy,,,,,,,,
10,19,standard,0.8512446850511333,47.214906418274424,42.77357623027118,True,deadline_or_privacy,,,,,,,,
11,0,standard,1.00551754743525,49.931998300099266,35.573722772286416,True,deadline_or_privacy,,,,,,,,
11,1,standard,1.0549070238155296,56.18966285521115,37.915448498436106,True,deadline_or_privacy,,,,,,,,
11,2,high,1.5284384793996688,173.6649872949957,9.231433291620288,True,failure_plan,,,,,,,,
11,3,standard,0.9198014189919709,51.08744256867106,38.76851172950851,True,deadline_or_privacy,,,,,,,,
11,4,standard,1.0043940063738235,58.33036690242847,39.68166342336254,False,unavailable,,,,,,,,
11,5,high,1.5578776146148403,171.112134992044,13.375945847062113,True,deadline_or_privacy,,,,,,,,
11,6,standard,1.1231015894675942,54.02560794413128,42.81782078352016,True,failure_plan,,,,,,,,
11,7,high,1.627393440196329,206.1747366898684,11.88574510530247,True,deadline_or_privacy,,,,,,,,
11,8,standard,0.8536995560125024,47.95397799633952,33.69480218856375,True,deadline_or_privacy,,,,,,,,
11,9,constrained,0.42218289752015886,12.346019217985301,97.46395528404162,False,failure_plan,,,,,,,,
11,10,standard,1.0825782061623184,47.61562095787542,35.16989345080665,True,deadline_or_privacy,,,,,,,,
11,11,high,1.767631483544066,260.9197826191724,13.48442885674766,True,deadline_or_privacy,,,,,,,,
11,12,standard,0.9282229328617851,48.3114601947671,39.67703561362603,True,deadline_or_privacy,,,,,,,,
11,13,standard,1.110622585051244,57.12046502726973,32.706364576035384,True,deadline_or_privacy,,,,,,,,
11,14,standard,1.1213213388733922,51.94156067995962,31.161180709026326,True,failure_plan,,,,,,,,
11,15,constrained,0.4431193867666437,10.32985920576388,83.47345752920356,True,deadline_or_privacy,,,,,,,,
11,16,constrained,0.4579609121417981,9.748107989598802,83.05153187940591,True,deadline_or_privacy,,,,,,,,
11,17,constrained,0.4635104965335676,8.27101154966622,90.33279428782683,True,deadline_or_privacy,,,,,,,,
11,18,standard,1.0065831162443213,45.6932843992511,42.21383795555429,True,deadline_or_privacy,,,,,,,,
11,19,standard,0.9322150013777487,56.767307372500554,36.27960285883199,True,deadline_or_privacy,,,,,,,,
12,0,standard,0.9859179342975758,44.06586620375604,39.9818981107074,False,unavailable,,,,,,,,
12,1,standard,0.8822362224600236,52.70441815682819,36.96797651658276,True,deadline_or_privacy,,,,,,,,
12,2,high,1.5583548896097112,208.4344273864962,10.441251955027022,True,deadline_or_privacy,,,,,,,,
12,3,standard,0.8815669685369173,41.000854929508336,35.989406299839516,False,unavailable,,,,,,,,
12,4,standard,0.9876330589175658,45.501528961109166,36.32449229289987,True,deadline_or_privacy,,,,,,,,
12,5,high,1.5820791866948307,172.10212927130743,12.730585566096781,True,deadline_or_privacy,,,,,,,,
12,6,standard,1.1364592575017747,42.65629786970157,45.63905403003468,True,deadline_or_privacy,,,,,,,,
12,7,high,1.5024791966240165,274.5106186089218,11.537780798653186,True,deadline_or_privacy,,,,,,,,
12,8,standard,0.9733109768506353,50.53993627041327,32.44706423829103,True,deadline_or_privacy,,,,,,,,
12,9,constrained,0.4525790081673745,8.929432487998175,89.73229011946435,True,deadline_or_privacy,,,,,,,,
12,10,standard,1.122476355359664,49.868563084724414,31.961213593202558,True,failure_plan,,,,,,,,
12,11,high,1.7004744975568218,222.15711376150773,10.441916019470433,True,deadline_or_privacy,,,,,,,,
12,12,standard,1.1160895143823653,43.14682871459046,30.696560932924452,True,deadline_or_privacy,,,,,,,,
12,13,standard,1.1122662240488213,49.18901879405381,33.190408784256725,True,deadline_or_privacy,,,,,,,,
12,14,standard,1.0287241471320108,53.13011399310735,31.698113740986493,True,deadline_or_privacy,,,,,,,,
12,15,constrained,0.4535282537926327,13.026544008574895,111.40076253032575,True,failure_plan,,,,,,,,
12,16,constrained,0.48978881637539834,10.634620371848913,93.630395589424,True,deadline_or_privacy,,,,,,,,
12,17,constrained,0.4671443141998587,8.073397998038866,74.20055322026985,True,failure_plan,,,,,,,,
12,18,standard,1.0828359068128113,50.63208880018732,33.512515474655984,True,deadline_or_privacy,,,,,,,,
12,19,standard,0.9832601485175747,42.078147048494635,38.29053128758931,True,deadline_or_privacy,,,,,,,,
13,0,standard,0.8874532697286476,41.043031140949395,39.97083546515156,True,deadline_or_privacy,,,,,,,,
13,1,standard,0.9495741139091032,53.41142031173998,32.867424825427946,True,deadline_or_privacy,,,,,,,,
13,2,high,1.4042893711164812,201.441618130488,10.21959149147938,True,deadline_or_privacy,,,,,,,,
13,3,standard,0.8868674491441966,39.98880518741649,37.40354615685437,True,deadline_or_privacy,,,,,,,,
13,4,standard,1.1290536656785155,52.03284909595062,33.49062091647563,True,failure_plan,,,,,,,,
13,5,high,1.726629095520649,169.02689071708397,12.160203720238233,True,failure_plan,,,,,,,,
13,6,standard,0.9966805976039931,55.91587189710974,34.15145044193291,True,deadline_or_privacy,,,,,,,,
13,7,high,1.3830631084697158,207.92522322367364,12.741577359326751,True,deadline_or_privacy,,,,,,,,
13,8,standard,0.8781189030288382,58.655718761532306,27.859409566441396,True,deadline_or_privacy,,,,,,,,
13,9,constrained,0.44773767299825273,11.384776731174393,97.27074933376961,True,failure_plan,,,,,,,,
13,10,standard,1.0251073800907387,48.32221503803154,34.91632829537172,True,deadline_or_privacy,,,,,,,,
13,11,high,1.68645130030939,235.99584007120873,12.153070957157771,True,deadline_or_privacy,,,,,,,,
13,12,standard,0.9498213766149736,53.634933066798176,40.437006993003614,False,failure_plan,,,,,,,,
13,13,standard,0.9888205664783369,52.8496223010208,31.52207204569018,True,deadline_or_privacy,,,,,,,,
13,14,standard,1.1138504831197922,44.61429346617446,35.22268972801033,True,deadline_or_privacy,,,,,,,,
13,15,constrained,0.42060957356053347,13.090417820751128,87.9053971866382,True,failure_plan,,,,,,,,
13,16,constrained,0.4465506335891406,10.074442648292559,88.17030504691303,True,failure_plan,,,,,,,,
13,17,constrained,0.4950320349087121,8.831472794804004,79.37024990347255,True,deadline_or_privacy,,,,,,,,
13,18,standard,0.9047967967535041,43.108301270609275,43.54324634433738,True,deadline_or_privacy,,,,,,,,
13,19,standard,0.8398471762811279,53.723437999464736,43.69186564883549,True,deadline_or_privacy,,,,,,,,
14,0,standard,0.9816751860261004,37.709636295600845,39.09849374359784,True,failure_plan,,,,,,,,
14,1,standard,1.0123898874054205,66.47357533375488,39.30681908442527,True,deadline_or_privacy,,,,,,,,
14,2,high,1.5079199988027387,185.90775196979396,11.727600767656492,True,deadline_or_privacy,,,,,,,,
14,3,standard,0.9422688717692578,41.69669702273522,41.081993249215394,True,deadline_or_privacy,,,,,,,,
14,4,standard,1.0870005079231926,46.6938795071597,31.334322726968658,True,deadline_or_privacy,,,,,,,,
14,5,high,1.820737204163827,207.13154094442484,11.085966500157049,True,deadline_or_privacy,,,,,,,,
14,6,standard,0.9694630425557216,52.45024138108022,40.60928872185108,True,deadline_or_privacy,,,,,,,,
14,7,high,1.54155215708613,274.159933467766,11.721432914862776,True,failure_plan,,,,,,,,
14,8,standard,0.8744018384565363,45.49621740352165,32.5939628188955,True,deadline_or_privacy,,,,,,,,
14,9,constrained,0.4527715805224786,12.623738469463943,83.56971867191908,True,failure_plan,,,,,,,,
